ID,item_cnt_month
683,0.13363092
684,0.6742397
685,0.38494322
686,0.31688035
687,0.38494322
688,0.28675073
689,0.13363092
690,0.13363092
691,0.16299906
692,0.15558606
693,0.13641262
694,0.13363092
695,0.82208467
696,0.13363092
697,0.13363092
698,0.13363092
699,0.13363092
700,1.3456466
701,0.13363092
702,1.3615786
703,1.3615786
704,0.13363092
705,0.13363092
706,0.14598341
707,0.13363092
708,0.13526073
709,2.0526865
710,0.23465246
711,0.2995194
712,0.13363092
713,0.4095767
714,0.22319934
715,0.13363092
716,0.4368568
717,0.22826241
718,0.13363092
719,0.13363092
720,0.13363092
721,0.5204676
722,0.12769751
723,1.8659395
724,0.17131859
725,0.48365325
726,0.47410035
727,0.6742397
728,0.13363092
729,1.0100507
730,0.16643028
731,0.1370395
732,0.8656749
733,0.13363092
734,0.6742397
735,0.22319934
736,0.38494322
737,0.6251807
738,0.48365325
739,0.25690907
740,0.22319934
741,0.12803292
742,0.13363092
743,0.38494322
744,0.5174429
745,0.48365325
746,0.31688035
747,0.41497028
748,0.5310454
749,0.13363092
750,0.37834847
751,0.14879271
752,0.2995194
753,0.13156658
754,1.4161819
755,0.4368568
756,0.13363092
757,0.43847716
758,0.13014169
759,0.13411649
760,0.8366981
761,0.29582137
762,0.13531715
763,1.7137265
764,0.2995194
765,0.14901468
766,0.22319934
767,0.37681413
768,0.6113346
769,0.31946236
770,0.13363092
771,0.13363092
772,0.22319934
773,0.13363092
774,0.13363092
775,0.13363092
776,0.38494322
777,0.38494322
778,0.13363092
779,0.38494322
780,0.13363092
781,0.9966685
782,0.8197245
783,0.38494322
784,0.13363092
785,0.9966685
786,2.139645
787,1.1149229
788,0.13363092
789,0.38494322
790,0.13363092
791,0.13363092
792,0.13363092
793,2.8619106
794,0.13363092
795,0.13363092
796,0.13363092
797,0.38494322
798,0.13363092
799,1.4021186
800,0.38494322
801,0.16835587
802,0.13363092
803,0.13363092
804,0.1701336
805,0.13363092
806,0.12441957
807,0.229562
808,0.42373228
809,0.13363092
810,0.3979116
811,0.45053458
812,0.39003718
813,0.14901468
814,0.13285144
815,0.40583995
816,0.21861081
817,0.13363092
818,0.13363092
819,0.1611684
820,0.22682892
821,0.13414228
822,0.4200551
823,0.13363092
824,0.24924555
825,0.38566226
826,0.16823412
827,0.13363092
828,0.13307606
829,0.18829799
830,0.9966685
831,0.20659122
832,0.14565808
833,0.43910855
834,0.9966685
835,0.18223064
836,0.13363092
837,0.808792
838,0.5030138
839,0.13299228
840,0.13363092
841,0.20659122
842,0.14219289
843,0.13363092
844,0.31688035
845,0.13363092
846,0.1392841
847,0.38494322
848,0.16429332
849,0.14619008
850,0.18035758
851,0.13363092
852,0.42812645
853,0.13363092
854,0.31688035
855,0.7108793
856,0.38494322
857,0.9925948
858,0.13363092
859,0.7924109
860,0.14078139
861,0.13363092
862,0.22319934
863,0.38494322
864,0.3967332
865,0.5547664
866,0.38558543
867,0.13563648
868,1.0293227
869,0.17307629
870,0.7909146
871,0.18732128
872,0.17396383
873,0.33095947
874,0.4083993
875,1.131617
876,0.1730372
877,0.13014169
878,0.27839726
879,0.48365325
880,0.12779273
881,0.38494322
882,0.50913006
883,1.3456466
884,0.6180792
885,0.7407869
886,0.22377308
887,0.29911613
888,0.20628665
889,0.1336427
890,0.3189038
891,0.4249322
892,0.1339933
893,0.15150523
894,0.31688035
895,0.22319934
896,0.13363092
897,0.15600394
898,0.12653884
899,0.48365325
900,0.12946698
901,1.121527
902,0.14901468
903,0.13363092
904,0.456608
905,0.35567772
906,1.892535
907,0.25803283
908,0.28703773
909,0.13363092
910,0.22002667
911,0.12237997
912,1.3173904
913,0.45321065
914,0.13363092
915,0.18167733
916,0.19202955
917,0.13032004
918,0.18401769
919,0.3978683
920,0.13363092
921,0.9532542
922,0.14901468
923,0.13563648
924,0.3635607
925,0.23503768
926,0.32975602
927,0.16989556
928,0.38387892
929,0.3741113
930,0.13363092
931,0.13363092
932,0.420242
933,0.32226074
934,0.13363092
935,0.22319934
936,0.38494322
937,0.8589053
938,0.1554055
939,0.19289277
940,0.16823412
941,0.2878538
942,0.13363092
943,0.47093797
944,0.1339933
945,0.13363092
946,0.21717316
947,0.13137266
948,0.38494322
949,0.13247085
950,0.22319934
951,0.13363092
952,0.13196543
953,0.13363092
954,0.25079256
955,0.38494322
956,0.12973903
957,0.13091053
958,0.5785643
959,0.13363092
960,0.13363092
961,0.18987629
962,0.37973943
963,0.16823412
964,0.16823412
965,0.13363092
966,0.23996967
967,0.13363092
968,0.13255964
969,0.14357904
970,0.13363092
971,0.131263
972,0.12942854
973,0.45450497
974,0.14942297
975,0.12991264
976,0.38229343
977,0.9633947
978,0.26576084
979,0.87981075
980,0.3668794
981,0.32125825
982,0.5086212
983,0.12850158
984,0.13363092
985,0.49614275
986,0.20659122
987,0.4866224
988,0.13406095
989,0.13363092
990,0.13363092
991,0.28097448
992,0.2694225
993,0.9966685
994,0.6725248
995,0.15105264
996,0.13363092
997,0.15479383
998,0.23790875
999,0.15515245
1000,0.77541405
1001,0.17907287
1002,0.595943
1003,0.13363092
1004,0.2210881
1005,0.16931252
1006,0.13363092
1007,0.13335961
1008,0.6845635
1009,0.22025162
1010,0.21849334
1011,0.39003718
1012,0.48337966
1013,1.6923693
1014,0.13363092
1015,0.13363092
1016,0.13363092
1017,0.13363092
1018,0.13153785
1019,0.22319934
1020,0.13363092
1021,0.2506031
1022,0.13138047
1023,0.12567428
1024,0.46108204
1025,0.13336928
1026,0.5204676
1027,0.22638361
1028,0.13363092
1029,0.16038
1030,0.15453899
1031,0.38494322
1032,1.8848646
1033,0.13363092
1034,0.5754472
1035,0.22205167
1036,0.1350545
1037,1.1523924
1038,0.13363092
1039,0.12490423
1040,0.4927147
1041,0.13363092
1042,0.13363092
1043,0.13660532
1044,0.25758722
1045,0.22319934
1046,0.51658773
1047,0.22319934
1048,0.23970504
1049,0.13363092
1050,0.13363092
1051,0.13363092
1052,0.13363092
1053,0.13363092
1054,0.13363092
1055,0.38202327
1056,0.42406818
1057,0.13363092
1058,0.13363092
1059,1.3436332
1060,0.16600238
1061,0.13363092
1062,0.121424735
1063,0.19567615
1064,0.23347494
1065,0.11849313
1066,0.2994881
1067,0.43170846
1068,0.15721098
1069,0.38494322
1070,0.1808779
1071,0.12520948
1072,0.13363092
1073,0.22319934
1074,0.22319934
1075,0.22319934
1076,0.17739524
1077,0.13363092
1078,0.13363092
1079,0.21922314
1080,0.1390773
1081,0.13363092
1082,0.13254403
1083,0.14317773
1084,0.21772142
1085,0.13692619
1086,0.13363092
1087,0.16144446
1088,0.420242
1089,0.49674028
1090,1.7137265
1091,0.13363092
1092,0.54466856
1093,0.060346052
1094,0.16823412
1095,0.1818092
1096,0.16823412
1097,0.14766878
1098,0.13363092
1099,0.123865485
1100,0.21814361
1101,0.22319934
1102,0.25959378
1103,0.89451873
1104,1.3158637
1105,0.16294628
1106,0.13363092
1107,0.7281178
1108,0.13414228
1109,0.13363092
1110,0.18163477
1111,0.13363092
1112,0.23605947
1113,0.13363092
1114,0.38450193
1115,0.13137054
1116,0.16823412
1117,0.13363092
1118,0.12956682
1119,0.1565785
1120,0.3862394
1121,0.15688597
1122,0.17653452
1123,0.13363092
1124,0.1392841
1125,0.17882283
1126,0.46071166
1127,0.13176973
1128,0.17009689
1129,0.38016826
1130,0.24241021
1131,0.13363092
1132,0.13103992
1133,0.14363652
1134,0.22322962
1135,0.12908986
1136,0.19393706
1137,0.9731064
1138,0.26987237
1139,0.14819577
1140,0.18351354
1141,0.1328683
1142,0.14316231
1143,0.14219289
1144,0.124030784
1145,0.49644792
1146,0.10466387
1147,0.13363092
1148,0.13363092
1149,0.20847762
1150,0.1392841
1151,0.29444405
1152,0.13363092
1153,0.3693233
1154,0.6691981
1155,0.38494322
1156,0.17542745
1157,1.9198136
1158,1.3599491
1159,0.12700883
1160,0.20108101
1161,0.39114434
1162,0.21320227
1163,0.13363092
1164,0.14114395
1165,0.13363092
1166,0.13363092
1167,0.13363092
1168,0.13363092
1169,0.13363092
1170,0.38494322
1171,0.13363092
1172,0.13363092
1173,0.110561974
1174,0.13363092
1175,0.13363092
1176,0.13363092
1177,0.13214272
1178,0.21462156
1179,0.1385188
1180,0.4859684
1181,0.1276968
1182,0.16823412
1183,0.13363092
1184,0.13503815
1185,0.14316413
1186,0.13363092
1187,0.13363092
1188,0.13533086
1189,0.9966685
1190,0.15115222
1191,0.13059275
1192,0.13363092
1193,1.0764666
1194,0.12945947
1195,0.25091028
1196,0.1392841
1197,0.13614795
1198,0.13363092
1199,0.30749476
1200,0.15181202
1201,0.13363092
1202,0.13138752
1203,0.4987843
1204,0.13363092
1205,0.8167534
1206,0.13336928
1207,0.13363092
1208,0.13422427
1209,0.09460364
1210,0.21128675
1211,0.15023656
1212,1.9531343
1213,0.586646
1214,0.45187885
1215,0.18367277
1216,0.53715175
1217,0.42217153
1218,0.19475417
1219,0.13737057
1220,0.13363092
1221,0.13363092
1222,0.13448092
1223,0.13254403
1224,0.22730474
1225,0.13363092
1226,0.1786315
1227,0.13363092
1228,0.28110152
1229,0.2157709
1230,0.13363092
1231,0.47240424
1232,0.21249513
1233,0.20445278
1234,0.13336928
1235,0.2995194
1236,0.24174671
1237,0.42759424
1238,0.13363092
1239,0.9966685
1240,0.14069597
1241,0.39486906
1242,0.22414054
1243,0.38494322
1244,0.16823412
1245,0.14219289
1246,0.7501024
1247,0.2231128
1248,0.37450218
1249,0.12745899
1250,0.2227244
1251,0.13363092
1252,0.1380512
1253,0.38494322
1254,0.7102478
1255,0.06432515
1256,0.45867425
1257,0.13737057
1258,0.13363092
1259,0.13363092
1260,0.13363092
1261,0.20339854
1262,0.13363092
1263,0.123244114
1264,1.3206545
1265,0.2184048
1266,0.16947336
1267,0.5360309
1268,0.12310207
1269,0.1343864
1270,0.41582617
1271,0.21717316
1272,0.13001402
1273,0.2180302
1274,0.13363092
1275,0.12669006
1276,0.3896947
1277,0.13363092
1278,0.13363092
1279,0.6742397
1280,0.10766688
1281,0.17950092
1282,0.1388458
1283,0.21972166
1284,0.9888318
1285,0.19008675
1286,0.13078406
1287,0.5512029
1288,0.13483539
1289,0.42759424
1290,0.17907287
1291,1.3307908
1292,0.21936038
1293,0.23989807
1294,0.53862107
1295,0.28126782
1296,0.20217758
1297,0.38494322
1298,0.62681466
1299,0.25622326
1300,0.25622326
1301,0.26219267
1302,0.17771435
1303,0.13363092
1304,0.89451873
1305,0.38494322
1306,0.12420742
1307,0.10270421
1308,0.38494322
1309,0.13363092
1310,0.13363092
1311,0.20920879
1312,0.82228416
1313,0.23016152
1314,0.35724676
1315,0.13363092
1316,0.5004022
1317,0.22411953
1318,0.90572304
1319,0.14246929
1320,0.22319934
1321,0.16823412
1322,0.13363092
1323,0.31708628
1324,0.14969528
1325,0.64451045
1326,0.13363092
1327,0.13363092
1328,0.16091327
1329,0.13737057
1330,0.13363092
1331,0.13503276
1332,0.13363092
1333,1.9279944
1334,0.13742176
1335,0.13186105
1336,0.13363092
1337,0.43378085
1338,0.20659122
1339,0.22116452
1340,0.13363092
1341,0.13363092
1342,0.40822095
1343,0.13091053
1344,0.13363092
1345,0.13196543
1346,0.13363092
1347,0.18732128
1348,0.14901468
1349,0.6527613
1350,0.13363092
1351,0.22319934
1352,0.13363092
1353,0.18732128
1354,0.19430037
1355,0.38494322
1356,0.22319934
1357,0.22278102
1358,0.13295874
1359,0.74418336
1360,0.6742397
1361,0.38494322
1362,0.14179346
1363,0.17975499
1364,0.27243927
1365,0.4433334
1366,0.13088462
1367,0.1947962
1368,0.250744
1369,0.13363092
1370,0.13363092
1371,0.13363092
1372,0.13059275
1373,0.38494322
1374,0.13363092
1375,0.38494322
1376,0.39681292
1377,0.13363092
1378,0.20885628
1379,0.22319934
1380,0.22475205
1381,0.13605241
1382,0.22763677
1383,0.34144258
1384,0.1335868
1385,0.38494322
1386,0.18996947
1387,0.14809798
1388,0.12574081
1389,0.13363092
1390,0.14556271
1391,0.13193503
1392,0.18483646
1393,0.13363092
1394,0.13363092
1395,0.3850265
1396,0.13363092
1397,0.27952406
1398,0.22827399
1399,0.14964662
1400,0.13363092
1401,0.13363092
1402,0.16823412
1403,0.5767633
1404,0.13363092
1405,0.13363092
1406,0.12976314
1407,0.13363092
1408,0.12634282
1409,0.13363092
1410,0.22319934
1411,0.15420163
1412,0.13187085
1413,0.16823412
1414,0.13059275
1415,0.12519795
1416,0.21243104
1417,0.29051536
1418,0.14570911
1419,0.2313205
1420,0.13363092
1421,0.3225996
1422,0.14243895
1423,0.14098033
1424,0.13248487
1425,0.13563648
1426,0.13363092
1427,0.14219289
1428,0.13083893
1429,0.16777357
1430,0.13363092
1431,0.16430119
1432,0.13363092
1433,0.13679682
1434,0.13363092
1435,0.13516581
1436,0.13363092
1437,0.13363092
1438,0.13363092
1439,0.13363092
1440,0.13363092
1441,0.13363092
1442,0.16958162
1443,0.3701594
1444,0.13363092
1445,0.14192541
1446,0.13363092
1447,0.13363092
1448,0.13363092
1449,0.22319934
1450,0.13363092
1451,0.12270677
1452,0.22322701
1453,0.16823412
1454,0.13363092
1455,0.13363092
1456,0.15098865
1457,0.13363092
1458,0.3806842
1459,0.6742397
1460,0.16326265
1461,0.14802186
1462,0.46484315
1463,0.13363092
1464,0.17027202
1465,0.16623119
1466,0.39786273
1467,0.13363092
1468,0.22319934
1469,0.19997832
1470,0.17541061
1471,0.17977454
1472,0.2674173
1473,0.22319934
1474,0.45885396
1475,0.401745
1476,0.16823412
1477,0.42947525
1478,0.1313928
1479,0.38494322
1480,0.17496288
1481,0.1444532
1482,0.48365325
1483,0.13363092
1484,0.12881067
1485,0.14780724
1486,0.18243949
1487,0.12809497
1488,0.12991542
1489,0.3625212
1490,0.12766254
1491,0.23349522
1492,0.1742455
1493,0.13363092
1494,0.38494322
1495,0.1313928
1496,0.13089588
1497,2.6656654
1498,0.4060205
1499,0.13563648
1500,0.13059275
1501,0.13800758
1502,0.38494322
1503,0.13363092
1504,0.14440872
1505,0.13363092
1506,0.22334625
1507,0.13363092
1508,0.15657881
1509,0.2285009
1510,0.13147232
1511,0.15253182
1512,0.13363092
1513,0.13363092
1514,0.38494322
1515,0.13363092
1516,0.13363092
1517,0.13480905
1518,0.22455338
1519,0.1362548
1520,0.13363092
1521,0.38494322
1522,0.37701273
1523,0.13275681
1524,0.39786273
1525,0.13363092
1526,0.1427295
1527,0.16823412
1528,0.12821089
1529,0.13662834
1530,0.16685173
1531,0.38494322
1532,0.38593018
1533,0.13363092
1534,0.13363092
1535,0.13363092
1536,0.4843821
1537,0.13363092
1538,0.38494322
1539,0.38362074
1540,0.13363092
1541,0.13363092
1542,0.13363092
1543,0.12467718
1544,0.1392841
1545,0.13363092
1546,0.13363092
1547,0.14104222
1548,0.22917038
1549,0.14240809
1550,0.13363092
1551,0.38494322
1552,0.13363092
1553,0.13196543
1554,0.13363092
1555,0.24373028
1556,0.22319934
1557,0.13363092
1558,0.38494322
1559,0.14427617
1560,0.16823412
1561,0.22319934
1562,0.13363092
1563,0.22319934
1564,0.13363092
1565,0.13363092
1566,0.20217758
1567,0.12995481
1568,0.13363092
1569,0.13363092
1570,0.13363092
1571,0.13363092
1572,0.13363092
1573,0.13363092
1574,0.41863793
1575,0.13363092
1576,0.13363092
1577,0.13363092
1578,0.12395395
1579,0.13363092
1580,0.13363092
1581,0.13363092
1582,0.5413529
1583,0.22280005
1584,0.23263244
1585,0.13363092
1586,0.13363092
1587,0.22319934
1588,0.13363092
1589,0.12880938
1590,0.12908986
1591,0.13363092
1592,0.13363092
1593,0.1313928
1594,0.13363092
1595,0.13363092
1596,0.13363092
1597,0.13363092
1598,0.13363092
1599,0.13363092
1600,0.13363092
1601,0.13363092
1602,0.14901468
1603,0.13363092
1604,0.13363092
1605,0.13001402
1606,0.13363092
1607,0.13363092
1608,0.38494322
1609,0.38494322
1610,0.13363092
1611,0.13363092
1612,0.13363092
1613,0.32066232
1614,0.13363092
1615,0.41497028
1616,0.13363092
1617,0.13363092
1618,0.44329697
1619,0.13363092
1620,0.13396952
1621,0.49831676
1622,0.13363092
1623,0.13363092
1624,0.13363092
1625,0.13363092
1626,0.13363092
1627,0.6715073
1628,0.13563648
1629,0.13363092
1630,0.13363092
1631,0.13363092
1632,0.13363092
1633,0.13363092
1634,0.13363092
1635,0.13363092
1636,0.13363092
1637,0.13363092
1638,0.16585822
1639,0.13363092
1640,0.13436353
1641,0.13363092
1642,0.13363092
1643,0.13014519
1644,0.22196713
1645,0.13363092
1646,0.16823412
1647,0.56604743
1648,0.13363092
1649,0.13363092
1650,0.13363092
1651,0.14453486
1652,0.13363092
1653,0.48365325
1654,0.6742397
1655,0.2313205
1656,0.43647426
1657,0.24236251
1658,0.13363092
1659,0.457743
1660,0.13363092
1661,0.12864928
1662,0.13363092
1663,0.13363092
1664,0.8338351
1665,0.13363092
1666,0.13436353
1667,0.13363092
